id_word,Spelling,wlen,Frequency,DomPoS,meaning,path
1078,image,5,4.641,noun,imagen,images/words/1078.webp
1079,except,6,4.641,preposition,excepto,images/words/1079.webp
1080,ability,7,4.641,noun,habilidad,images/words/1080.webp
1081,computer,8,4.641,noun,computadora/ordenador,images/words/1081.webp
1082,distance,8,4.641,noun,distancia,images/words/1082.webp
1083,fill,4,4.64,verb,llenar,images/words/1083.webp
1084,giant,5,4.64,adjective,gigante,images/words/1084.webp
1085,survive,7,4.64,verb,sobrevivir,images/words/1085.webp
1086,location,8,4.639,noun,ubicación,images/words/1086.webp
1087,behaviour,9,4.639,noun,comportamiento,images/words/1087.webp
1088,medal,5,4.637,noun,medalla,images/words/1088.webp
1089,drinking,8,4.636,noun,consumo de alcohol,images/words/1089.webp
1090,pocket,6,4.635,noun,bolsillo,images/words/1090.webp
1091,split,5,4.634,verb,dividir,images/words/1091.webp
1092,reform,6,4.634,noun,reforma,images/words/1092.webp
1093,healthy,7,4.634,adjective,saludable,images/words/1093.webp
1094,conference,10,4.634,noun,conferencia,images/words/1094.webp
1095,non,3,4.633,noun,no,images/words/1095.webp
1096,surface,7,4.633,noun,superficie,images/words/1096.webp
1097,horrible,8,4.633,adjective,horrible,images/words/1097.webp
1098,metal,5,4.632,noun,metal,images/words/1098.webp
1099,store,5,4.632,noun,tienda,images/words/1099.webp
1100,detail,6,4.632,noun,detalle,images/words/1100.webp
1101,suggest,7,4.632,verb,sugerir,images/words/1101.webp
1102,fashion,7,4.631,noun,moda,images/words/1102.webp
1103,medical,7,4.63,adjective,médico/médica,images/words/1103.webp
1104,ancient,7,4.63,adjective,antiguo/antigua,images/words/1104.webp
1105,shock,5,4.629,noun,choque,images/words/1105.webp
1106,whilst,6,4.629,noun,mientras,images/words/1106.webp
1107,reserve,7,4.629,noun,reserva,images/words/1107.webp
1108,mail,4,4.628,noun,correo,images/words/1108.webp
1109,daily,5,4.627,adjective,diario/diaria,images/words/1109.webp
1110,deficit,7,4.627,noun,déficit,images/words/1110.webp
1111,fuel,4,4.626,noun,combustible,images/words/1111.webp
1112,rugby,5,4.626,noun,rugby,images/words/1112.webp
1113,pack,4,4.625,noun,paquete,images/words/1113.webp
1114,basis,5,4.625,noun,base,images/words/1114.webp
1115,trick,5,4.625,noun,truco,images/words/1115.webp
1116,separate,8,4.625,adjective,separado/separada,images/words/1116.webp
1117,manage,6,4.624,verb,gestionar,images/words/1117.webp
1118,note,4,4.623,noun,nota,images/words/1118.webp
1119,enormous,8,4.623,adjective,enorme,images/words/1119.webp
1120,spread,6,4.622,verb,extender,images/words/1120.webp
1121,western,7,4.622,adjective,occidental,images/words/1121.webp
1122,transport,9,4.62,noun,transporte,images/words/1122.webp
1123,movie,5,4.619,noun,película,images/words/1123.webp
1124,mile,4,4.618,noun,milla,images/words/1124.webp
1125,golden,6,4.618,adjective,dorado/dorada,images/words/1125.webp
1126,senior,6,4.618,adjective,senior/mayor,images/words/1126.webp
1127,bang,4,4.617,noun,golpe/explosión,images/words/1127.webp
1128,clue,4,4.617,noun,pista,images/words/1128.webp
1129,lack,4,4.617,noun,falta,images/words/1129.webp
1130,civil,5,4.617,adjective,civil,images/words/1130.webp
1131,practice,8,4.617,noun,práctica,images/words/1131.webp
1132,absolute,8,4.616,adjective,absoluto/absoluta,images/words/1132.webp
1133,duty,4,4.615,noun,deber,images/words/1133.webp
1134,treatment,9,4.615,noun,tratamiento,images/words/1134.webp
1135,mid,3,4.614,adjective,medio,images/words/1135.webp
1136,screen,6,4.614,noun,pantalla,images/words/1136.webp
1137,lamb,4,4.613,noun,cordero,images/words/1137.webp
1138,silly,5,4.613,adjective,tonto/tonta,images/words/1138.webp
1139,serve,5,4.613,verb,servir,images/words/1139.webp
1140,agreement,9,4.613,noun,acuerdo,images/words/1140.webp
1141,improve,7,4.612,verb,mejorar,images/words/1141.webp
1142,birth,5,4.611,noun,nacimiento,images/words/1142.webp
1143,study,5,4.611,noun,estudio,images/words/1143.webp
1144,border,6,4.611,noun,frontera,images/words/1144.webp
1145,decent,6,4.611,adjective,decente,images/words/1145.webp
1146,musical,7,4.611,adjective,musical,images/words/1146.webp
1147,disaster,8,4.61,noun,desastre,images/words/1147.webp
1148,impossible,10,4.609,adjective,imposible,images/words/1148.webp
1149,appear,6,4.605,verb,aparecer,images/words/1149.webp
1150,option,6,4.605,noun,opción,images/words/1150.webp
1151,student,7,4.605,noun,estudiante,images/words/1151.webp
1152,release,7,4.604,noun,lanzamiento/liberación,images/words/1152.webp
1153,pitch,5,4.602,noun,campo/tono,images/words/1153.webp
1154,route,5,4.602,noun,ruta,images/words/1154.webp
1155,heaven,6,4.602,noun,cielo,images/words/1155.webp
1156,attempt,7,4.601,noun,intento,images/words/1156.webp
1157,pace,4,4.6,noun,ritmo,images/words/1157.webp
1158,trial,5,4.6,noun,juicio/prueba,images/words/1158.webp
1159,gun,3,4.599,noun,arma,images/words/1159.webp
1160,crucial,7,4.599,adjective,crucial,images/words/1160.webp
1161,violence,8,4.599,noun,violencia,images/words/1161.webp
1162,restaurant,10,4.599,noun,restaurante,images/words/1162.webp
1163,honey,5,4.598,noun,miel,images/words/1163.webp
1164,inquiry,7,4.598,noun,investigación,images/words/1164.webp
1165,strategy,8,4.598,noun,estrategia,images/words/1165.webp
1166,actual,6,4.597,adjective,real,images/words/1166.webp
1167,pan,3,4.596,verb,sartén,images/words/1167.webp
1168,species,7,4.596,noun,especie,images/words/1168.webp
1169,chat,4,4.595,verb,charlar,images/words/1169.webp
1170,amongst,7,4.595,preposition,entre,images/words/1170.webp
1171,joke,4,4.594,noun,broma,images/words/1171.webp
1172,handle,6,4.594,verb,manejar,images/words/1172.webp
1173,museum,6,4.594,noun,museo,images/words/1173.webp
1174,desperate,9,4.594,adjective,desesperado/desesperada,images/words/1174.webp
1175,interview,9,4.594,noun,entrevista,images/words/1175.webp
1176,authority,9,4.592,noun,autoridad,images/words/1176.webp
1177,ordinary,8,4.592,adjective,ordinario/ordinaria,images/words/1177.webp
1178,appeal,6,4.591,noun,apelación/atractivo,images/words/1178.webp
1179,tackle,6,4.591,verb,abordar/placar,images/words/1179.webp
1180,vital,5,4.59,adjective,vital,images/words/1180.webp
1181,suit,4,4.588,noun,traje,images/words/1181.webp
1182,scary,5,4.588,adjective,aterrador/aterradora,images/words/1182.webp
1183,factory,7,4.587,noun,fábrica,images/words/1183.webp
1184,ill,3,4.586,adjective,enfermo/enferma,images/words/1184.webp
1185,lay,3,4.586,verb,colocar/poner,images/words/1185.webp
1186,global,6,4.586,adjective,global,images/words/1186.webp
1187,grass,5,4.585,noun,hierba,images/words/1187.webp
1188,flight,6,4.585,noun,vuelo,images/words/1188.webp
1189,insurance,9,4.585,noun,seguro,images/words/1189.webp
1190,apple,5,4.584,noun,manzana,images/words/1190.webp
1191,plane,5,4.584,noun,avión,images/words/1191.webp
1192,unit,4,4.583,noun,unidad,images/words/1192.webp
1193,sue,3,4.581,verb,demandar,images/words/1193.webp
1194,tie,3,4.581,noun,corbata/empate,images/words/1194.webp
1195,gap,3,4.58,noun,brecha,images/words/1195.webp
1196,memory,6,4.58,noun,memoria,images/words/1196.webp
1197,cast,4,4.579,verb,repartir,images/words/1197.webp
1198,talent,6,4.579,noun,talento,images/words/1198.webp
1199,zone,4,4.577,noun,zona,images/words/1199.webp
1200,executive,9,4.577,noun,ejecutivo/ejecutiva,images/words/1200.webp
1201,bike,4,4.576,noun,bicicleta,images/words/1201.webp
1202,euro,4,4.576,noun,euro,images/words/1202.webp
1203,shake,5,4.576,verb,agitar,images/words/1203.webp
1204,fourth,6,4.576,adjective,cuarto/cuarta,images/words/1204.webp
1205,official,8,4.576,adjective,oficial,images/words/1205.webp
1206,guest,5,4.575,noun,invitado/invitada,images/words/1206.webp
1207,cancer,6,4.575,noun,cáncer,images/words/1207.webp
1208,guilty,6,4.575,adjective,culpable,images/words/1208.webp
1209,solid,5,4.574,adjective,sólido/sólida,images/words/1209.webp
1210,racing,6,4.574,noun,carreras,images/words/1210.webp
1211,warning,7,4.574,noun,advertencia,images/words/1211.webp
1212,fix,3,4.573,verb,arreglar,images/words/1212.webp
1213,quiz,4,4.573,noun,cuestionario,images/words/1213.webp
1214,camp,4,4.573,noun,campamento,images/words/1214.webp
1215,mobile,6,4.573,adjective,móvil,images/words/1215.webp
1216,independence,12,4.573,noun,independencia,images/words/1216.webp
1217,dirty,5,4.572,adjective,sucio/sucia,images/words/1217.webp
1218,discuss,7,4.572,verb,discutir,images/words/1218.webp
1219,nuclear,7,4.571,adjective,nuclear,images/words/1219.webp
1220,material,8,4.569,noun,material,images/words/1220.webp
1221,unemployment,12,4.569,noun,desempleo,images/words/1221.webp
1222,ridiculous,10,4.568,adjective,ridículo/ridícula,images/words/1222.webp
1223,block,5,4.568,noun,bloque,images/words/1223.webp
1224,injury,6,4.567,noun,lesión,images/words/1224.webp
1225,teach,5,4.566,verb,enseñar,images/words/1225.webp
1226,troops,6,4.566,noun,tropas,images/words/1226.webp
1227,mention,7,4.566,verb,mencionar,images/words/1227.webp
1228,basic,5,4.565,adjective,básico/básica,images/words/1228.webp
1229,cry,3,4.564,verb,llorar,images/words/1229.webp
1230,demand,6,4.564,noun,demanda,images/words/1230.webp
1231,suspect,7,4.563,verb,sospechar,images/words/1231.webp
1232,solution,8,4.563,noun,solución,images/words/1232.webp
1233,hunting,7,4.562,noun,caza,images/words/1233.webp
1234,atmosphere,10,4.562,noun,atmósfera,images/words/1234.webp
1235,vision,6,4.56,noun,visión,images/words/1235.webp
1236,uncle,5,4.558,noun,tío,images/words/1236.webp
1237,remind,6,4.558,verb,recordar,images/words/1237.webp
1238,passion,7,4.558,noun,pasión,images/words/1238.webp
1239,video,5,4.556,noun,video,images/words/1239.webp
1240,various,7,4.556,adjective,varios/varias,images/words/1240.webp
1241,sharp,5,4.554,adjective,afilado/afilada,images/words/1241.webp
1242,swimming,8,4.554,noun,natación,images/words/1242.webp
1243,grab,4,4.553,verb,agarrar,images/words/1243.webp
1244,wave,4,4.553,noun,ola,images/words/1244.webp
1245,struggle,8,4.553,noun,lucha,images/words/1245.webp
1246,necessary,9,4.553,adjective,necesario/necesaria,images/words/1246.webp
1247,stunning,8,4.552,adjective,impresionante,images/words/1247.webp
1248,tip,3,4.551,noun,propina/consejo,images/words/1248.webp
1249,pie,3,4.551,noun,pastel,images/words/1249.webp
1250,criminal,8,4.551,adjective,criminal,images/words/1250.webp
1251,production,10,4.551,noun,producción,images/words/1251.webp
1252,hungry,6,4.55,adjective,hambriento/hambrienta,images/words/1252.webp
1253,recession,9,4.549,noun,recesión,images/words/1253.webp
1254,album,5,4.547,noun,álbum,images/words/1254.webp
1255,fishing,7,4.546,noun,pesca,images/words/1255.webp
1256,ideal,5,4.545,adjective,ideal,images/words/1256.webp
1257,neither,7,4.545,determiner,ninguno/ninguna,images/words/1257.webp
1258,rural,5,4.544,adjective,rural,images/words/1258.webp
1259,tend,4,4.543,verb,tender,images/words/1259.webp
1260,reduce,6,4.543,verb,reducir,images/words/1260.webp
1261,firm,4,4.542,noun,empresa,images/words/1261.webp
1262,sudden,6,4.542,adjective,repentino/repentina,images/words/1262.webp
1263,anti,4,4.541,noun,anti,images/words/1263.webp
1264,toilet,6,4.54,noun,baño,images/words/1264.webp
1265,comedy,6,4.54,noun,comedia,images/words/1265.webp
1266,honour,6,4.54,noun,honor,images/words/1266.webp
1267,gay,3,4.539,adjective,gay,images/words/1267.webp
1268,pool,4,4.539,noun,piscina,images/words/1268.webp
1269,wash,4,4.538,verb,lavar,images/words/1269.webp
1270,bell,4,4.537,noun,campana,images/words/1270.webp
1271,crash,5,4.537,noun,choque,images/words/1271.webp
1272,traffic,7,4.537,noun,tráfico,images/words/1272.webp
1273,version,7,4.537,noun,versión,images/words/1273.webp
1274,opposite,8,4.537,adjective,opuesto/opuesta,images/words/1274.webp
1275,oven,4,4.536,noun,horno,images/words/1275.webp
1276,actor,5,4.536,noun,actor,images/words/1276.webp
1277,leadership,10,4.536,noun,liderazgo,images/words/1277.webp
1278,unbelievable,12,4.535,adjective,increíble,images/words/1278.webp
1279,vast,4,4.535,adjective,vasto/vasta,images/words/1279.webp
1280,appreciate,10,4.534,verb,apreciar,images/words/1280.webp
1281,celebrate,9,4.533,verb,celebrar,images/words/1281.webp
1282,organisation,12,4.532,noun,organización,images/words/1282.webp
1283,crack,5,4.532,noun,grieta,images/words/1283.webp
1284,wise,4,4.531,adjective,sabio/sabia,images/words/1284.webp
1285,finger,6,4.531,noun,dedo,images/words/1285.webp
1286,duck,4,4.53,noun,pato,images/words/1286.webp
1287,crown,5,4.53,noun,corona,images/words/1287.webp
1288,rent,4,4.529,noun,alquiler,images/words/1288.webp
1289,mass,4,4.529,noun,masa,images/words/1289.webp
1290,minus,5,4.529,conjunction,menos,images/words/1290.webp
1291,shoot,5,4.529,verb,disparar,images/words/1291.webp
1292,net,3,4.528,noun,red,images/words/1292.webp
1293,aid,3,4.527,noun,ayuda,images/words/1293.webp
1294,hero,4,4.527,noun,héroe/heroína,images/words/1294.webp
1295,meal,4,4.527,noun,comida,images/words/1295.webp
1296,soul,4,4.527,noun,alma,images/words/1296.webp
1297,hurry,5,4.527,noun,prisa,images/words/1297.webp
1298,smoke,5,4.527,noun,humo,images/words/1298.webp
1299,steady,6,4.527,adjective,constante,images/words/1299.webp
1300,section,7,4.527,noun,sección,images/words/1300.webp
1301,equipment,9,4.527,noun,equipo,images/words/1301.webp
1302,joy,3,4.526,noun,alegría,images/words/1302.webp
1303,page,4,4.524,noun,página,images/words/1303.webp
1304,regular,7,4.524,adjective,regular,images/words/1304.webp
1305,thick,5,4.523,adjective,grueso/gruesa,images/words/1305.webp
1306,direct,6,4.523,adjective,directo/directa,images/words/1306.webp
1307,correspondent,13,4.523,noun,corresponsal,images/words/1307.webp
1308,golf,4,4.522,noun,golf,images/words/1308.webp
1309,roman,5,4.521,adjective,romano/romana,images/words/1309.webp
1310,youth,5,4.52,noun,juventud,images/words/1310.webp
1311,recovery,8,4.52,noun,recuperación,images/words/1311.webp
1312,drama,5,4.519,noun,drama,images/words/1312.webp
1313,shower,6,4.519,verb,ducha,images/words/1313.webp
1314,alcohol,7,4.519,noun,alcohol,images/words/1314.webp
1315,meaning,7,4.519,noun,significado,images/words/1315.webp
1316,emotional,9,4.519,adjective,emocional,images/words/1316.webp
1317,remarkable,10,4.518,adjective,notable,images/words/1317.webp
1318,affect,6,4.518,verb,afectar,images/words/1318.webp
1319,vehicle,7,4.517,noun,vehículo,images/words/1319.webp
1320,furniture,9,4.517,noun,muebles,images/words/1320.webp
1321,iron,4,4.516,noun,hierro,images/words/1321.webp
1322,map,3,4.515,noun,mapa,images/words/1322.webp
1323,willing,7,4.515,adjective,dispuesto/dispuesta,images/words/1323.webp
1324,bone,4,4.514,noun,hueso,images/words/1324.webp
1325,tall,4,4.514,adjective,alto/alta,images/words/1325.webp
1326,pound,5,4.514,noun,libra,images/words/1326.webp
1327,coach,5,4.514,noun,entrenador/entrenadora,images/words/1327.webp
1328,useful,6,4.514,adjective,útil,images/words/1328.webp
1329,familiar,8,4.514,adjective,familiar,images/words/1329.webp
1330,referee,7,4.513,noun,árbitro,images/words/1330.webp
1331,introduce,9,4.513,verb,presentar,images/words/1331.webp
1332,connection,10,4.512,noun,conexión,images/words/1332.webp
1333,pig,3,4.511,noun,cerdo,images/words/1333.webp
1334,cope,4,4.511,verb,lidiar,images/words/1334.webp
1335,purpose,7,4.511,noun,propósito,images/words/1335.webp
1336,fake,4,4.51,adjective,falso/falsa,images/words/1336.webp
1337,festival,8,4.51,noun,festival,images/words/1337.webp
1338,sand,4,4.509,noun,arena,images/words/1338.webp
1339,management,10,4.509,noun,gestión,images/words/1339.webp
1340,fortune,7,4.508,noun,fortuna,images/words/1340.webp
1341,wheel,5,4.507,noun,rueda,images/words/1341.webp
1342,grey,4,4.506,noun,gris,images/words/1342.webp
1343,ticket,6,4.506,noun,billete,images/words/1343.webp
1344,tricky,6,4.506,adjective,complicado/complicada,images/words/1344.webp
1345,typical,7,4.506,adjective,típico/típica,images/words/1345.webp
1346,celebrity,9,4.506,noun,celebridad,images/words/1346.webp
1347,boom,4,4.503,noun,auge,images/words/1347.webp
1348,mood,4,4.502,noun,estado de ánimo,images/words/1348.webp
1349,award,5,4.502,noun,premio,images/words/1349.webp
1350,tower,5,4.502,noun,torre,images/words/1350.webp
1351,theme,5,4.501,noun,tema,images/words/1351.webp
1352,flower,6,4.501,noun,flor,images/words/1352.webp
1353,engine,6,4.501,noun,motor,images/words/1353.webp
1354,drug,4,4.5,noun,droga,images/words/1354.webp
1355,southern,8,4.5,adjective,meridional/del sur,images/words/1355.webp
1356,friendly,8,4.499,adjective,amigable,images/words/1356.webp
1357,nurse,5,4.498,noun,enfermero/enfermera,images/words/1357.webp
1358,cottage,7,4.498,noun,cabaña,images/words/1358.webp
1359,contract,8,4.498,noun,contrato,images/words/1359.webp
1360,relax,5,4.497,verb,relajarse,images/words/1360.webp
1361,fellow,6,4.497,adjective,compañero/compañera,images/words/1361.webp
1362,factor,6,4.497,noun,factor,images/words/1362.webp
1363,marvellous,10,4.496,adjective,maravilloso/maravillosa,images/words/1363.webp
1364,shadow,6,4.494,noun,sombra,images/words/1364.webp
1365,lake,4,4.493,noun,lago,images/words/1365.webp
1366,ocean,5,4.493,noun,océano,images/words/1366.webp
1367,legislation,11,4.493,noun,legislación,images/words/1367.webp
1368,alternative,11,4.491,noun,alternativa,images/words/1368.webp
1369,bomb,4,4.491,noun,bomba,images/words/1369.webp
1370,port,4,4.491,noun,puerto,images/words/1370.webp
1371,load,4,4.491,noun,carga,images/words/1371.webp
1372,disease,7,4.491,noun,enfermedad,images/words/1372.webp
1373,welfare,7,4.491,noun,bienestar,images/words/1373.webp
1374,breath,6,4.49,noun,aliento,images/words/1374.webp
1375,magnificent,11,4.49,adjective,magnífico/magnífica,images/words/1375.webp
1376,degree,6,4.489,noun,grado,images/words/1376.webp
1377,bin,3,4.488,noun,cubeta,images/words/1377.webp
1378,penny,5,4.488,noun,penique,images/words/1378.webp
1379,knife,5,4.488,noun,cuchillo,images/words/1379.webp
1380,reputation,10,4.488,noun,reputación,images/words/1380.webp
1381,chain,5,4.487,noun,cadena,images/words/1381.webp
1382,agent,5,4.487,noun,agente,images/words/1382.webp
1383,describe,8,4.487,verb,describir,images/words/1383.webp
1384,aim,3,4.486,noun,objetivo,images/words/1384.webp
1385,tune,4,4.486,noun,tonada,images/words/1385.webp
1386,smart,5,4.486,adjective,inteligente,images/words/1386.webp
1387,sake,4,4.485,noun,bien,images/words/1387.webp
1388,fail,4,4.485,verb,fallar,images/words/1388.webp
1389,maximum,7,4.484,noun,máximo,images/words/1389.webp
1390,collect,7,4.484,verb,coleccionar,images/words/1390.webp
1391,deserve,7,4.484,verb,merecer,images/words/1391.webp
1392,influence,9,4.484,noun,influencia,images/words/1392.webp
1393,industrial,10,4.483,adjective,industrial,images/words/1393.webp
1394,loud,4,4.483,adjective,alto/alta (sonido),images/words/1394.webp
1395,recipe,6,4.483,noun,receta,images/words/1395.webp
1396,singer,6,4.482,noun,cantante,images/words/1396.webp
1397,papers,6,4.482,noun,papeles,images/words/1397.webp
1398,vulnerable,10,4.482,adjective,vulnerable,images/words/1398.webp
1399,baa,3,4.481,noun,balido,images/words/1399.webp
1400,path,4,4.481,noun,camino,images/words/1400.webp
1401,chest,5,4.481,noun,pecho,images/words/1401.webp
1402,measure,7,4.481,noun,medida,images/words/1402.webp
1403,admit,5,4.48,verb,admitir,images/words/1403.webp
1404,dining,6,4.48,noun,comedor,images/words/1404.webp
1405,deadly,6,4.48,adjective,mortal,images/words/1405.webp
1406,pride,5,4.479,noun,orgullo,images/words/1406.webp
1407,revolution,10,4.479,noun,revolución,images/words/1407.webp
1408,prepare,7,4.478,verb,preparar,images/words/1408.webp
1409,defeat,6,4.477,noun,derrota,images/words/1409.webp
1410,prefer,6,4.477,verb,preferir,images/words/1410.webp
1411,hundred,7,4.477,number,cien,images/words/1411.webp
1412,temperature,11,4.477,noun,temperatura,images/words/1412.webp
1413,supply,6,4.476,noun,suministro,images/words/1413.webp
1414,pre,3,4.475,noun,pre,images/words/1414.webp
1415,thin,4,4.475,adjective,delgado/delgada,images/words/1415.webp
1416,object,6,4.475,noun,objeto,images/words/1416.webp
1417,tradition,9,4.475,noun,tradición,images/words/1417.webp
1418,beer,4,4.474,noun,cerveza,images/words/1418.webp
1419,specific,8,4.474,adjective,específico/específica,images/words/1419.webp
1420,structure,9,4.473,noun,estructura,images/words/1420.webp
1421,fascinating,11,4.472,adjective,fascinante,images/words/1421.webp
1422,shirt,5,4.472,noun,camisa,images/words/1422.webp
1423,occasion,8,4.471,noun,ocasión,images/words/1423.webp
1424,agency,6,4.468,noun,agencia,images/words/1424.webp
1425,arrive,6,4.468,verb,llegar,images/words/1425.webp
1426,maker,5,4.467,noun,fabricante,images/words/1426.webp
1427,ambulance,9,4.467,noun,ambulancia,images/words/1427.webp
1428,stadium,7,4.465,noun,estadio,images/words/1428.webp
1429,climate,7,4.465,noun,clima,images/words/1429.webp
1430,storm,5,4.463,noun,tormenta,images/words/1430.webp
1431,garage,6,4.463,noun,garaje,images/words/1431.webp
1432,surgery,7,4.463,noun,cirugía,images/words/1432.webp
1433,dramatic,8,4.463,adjective,dramático/dramática,images/words/1433.webp
1434,encourage,9,4.463,verb,animar,images/words/1434.webp
1435,shoulder,8,4.462,noun,hombro,images/words/1435.webp
1436,perform,7,4.461,verb,realizar,images/words/1436.webp
1437,protection,10,4.461,noun,protección,images/words/1437.webp
1438,conversation,12,4.461,noun,conversación,images/words/1438.webp
1439,lemon,5,4.46,noun,limón,images/words/1439.webp
1440,height,6,4.46,noun,altura,images/words/1440.webp
1441,button,6,4.46,noun,botón,images/words/1441.webp
1442,rough,5,4.459,adjective,áspero/áspera,images/words/1442.webp
1443,decade,6,4.459,noun,década,images/words/1443.webp
1444,treasure,8,4.459,noun,tesoro,images/words/1444.webp
1445,pet,3,4.458,noun,mascota,images/words/1445.webp
1446,lesson,6,4.458,noun,lección,images/words/1446.webp
1447,permission,10,4.458,noun,permiso,images/words/1447.webp
1448,constituency,12,4.457,noun,circunscripción,images/words/1448.webp
1449,display,7,4.457,noun,exhibición,images/words/1449.webp
1450,element,7,4.457,noun,elemento,images/words/1450.webp
1451,bond,4,4.456,noun,vínculo,images/words/1451.webp
1452,wing,4,4.456,noun,ala,images/words/1452.webp
1453,swing,5,4.456,noun,columpio,images/words/1453.webp
1454,drunk,5,4.456,adjective,borracho/borracha,images/words/1454.webp
1455,develop,7,4.455,verb,desarrollar,images/words/1455.webp
1456,beef,4,4.454,noun,carne de res,images/words/1456.webp
1457,physical,8,4.454,adjective,físico/física,images/words/1457.webp
1458,lion,4,4.453,noun,león,images/words/1458.webp
1459,climb,5,4.453,verb,escalar,images/words/1459.webp
1460,nasty,5,4.453,adjective,desagradable,images/words/1460.webp
1461,feature,7,4.453,noun,característica,images/words/1461.webp
1462,length,6,4.452,noun,longitud,images/words/1462.webp
1463,cricket,7,4.452,noun,grillo/críquet,images/words/1463.webp
1464,garlic,6,4.451,adjective,ajo,images/words/1464.webp
1465,illegal,7,4.451,adjective,ilegal,images/words/1465.webp
1466,mirror,6,4.45,noun,espejo,images/words/1466.webp
1467,monster,7,4.45,noun,monstruo,images/words/1467.webp
1468,evil,4,4.449,adjective,malvado/malvada,images/words/1468.webp
1469,exercise,8,4.449,noun,ejercicio,images/words/1469.webp
1470,possibility,11,4.449,noun,posibilidad,images/words/1470.webp
1471,tail,4,4.448,noun,cola,images/words/1471.webp
1472,angle,5,4.448,noun,ángulo,images/words/1472.webp
1473,bother,6,4.447,verb,molestar,images/words/1473.webp
1474,bite,4,4.446,noun,mordida,images/words/1474.webp
1475,banking,7,4.446,noun,banca,images/words/1475.webp
1476,secure,6,4.445,verb,asegurar,images/words/1476.webp
1477,boring,6,4.444,adjective,aburrido/aburrida,images/words/1477.webp
1478,theory,6,4.444,noun,teoría,images/words/1478.webp
1479,variety,7,4.444,noun,variedad,images/words/1479.webp
1480,kit,3,4.443,noun,kit,images/words/1480.webp
1481,complex,7,4.443,adjective,complejo/compleja,images/words/1481.webp
1482,electricity,11,4.443,noun,electricidad,images/words/1482.webp
1483,bloke,5,4.442,noun,tipo,images/words/1483.webp
1484,regime,6,4.442,noun,régimen,images/words/1484.webp
1485,attitude,8,4.442,noun,actitud,images/words/1485.webp
1486,commitment,10,4.441,noun,compromiso,images/words/1486.webp
1487,cow,3,4.44,noun,vaca,images/words/1487.webp
1488,rush,4,4.44,noun,prisa,images/words/1488.webp
1489,abuse,5,4.44,noun,abuso,images/words/1489.webp
1490,spare,5,4.44,adjective,de repuesto,images/words/1490.webp
1491,juice,5,4.44,noun,jugo,images/words/1491.webp
1492,argue,5,4.44,verb,argumentar,images/words/1492.webp
1493,remove,6,4.44,verb,quitar,images/words/1493.webp
1494,pudding,7,4.44,noun,pudín,images/words/1494.webp
1495,apply,5,4.439,verb,aplicar,images/words/1495.webp
1496,source,6,4.439,noun,fuente,images/words/1496.webp
1497,critical,8,4.439,adjective,crítico/crítica,images/words/1497.webp
1498,limit,5,4.438,noun,límite,images/words/1498.webp
1499,potato,6,4.438,noun,papa/patata,images/words/1499.webp
1500,attractive,10,4.437,adjective,atractivo/atractiva,images/words/1500.webp
1501,commercial,10,4.436,adjective,comercial,images/words/1501.webp
1502,dig,3,4.436,verb,cavar,images/words/1502.webp
1503,gift,4,4.436,noun,regalo,images/words/1503.webp
1504,shift,5,4.436,noun,turno,images/words/1504.webp
1505,tennis,6,4.435,noun,tenis,images/words/1505.webp
1506,bunch,5,4.434,noun,grupo/racimo,images/words/1506.webp
1507,mental,6,4.434,adjective,mental,images/words/1507.webp
1508,plastic,7,4.434,noun,plástico,images/words/1508.webp
1509,pregnant,8,4.433,adjective,embarazada,images/words/1509.webp
1510,lad,3,4.432,noun,chico,images/words/1510.webp
1511,failure,7,4.432,noun,fracaso,images/words/1511.webp
1512,impression,10,4.432,noun,impresión,images/words/1512.webp
1513,spectacular,11,4.432,adjective,espectacular,images/words/1513.webp
1514,religious,9,4.431,adjective,religioso/religiosa,images/words/1514.webp
1515,marry,5,4.431,verb,casarse,images/words/1515.webp
1516,terrific,8,4.431,adjective,terrífico/terrífica,images/words/1516.webp
1517,reasonable,10,4.43,adjective,razonable,images/words/1517.webp
1518,shout,5,4.429,verb,gritar,images/words/1518.webp
1519,novel,5,4.429,noun,novela,images/words/1519.webp
1520,activity,8,4.429,noun,actividad,images/words/1520.webp
1521,include,7,4.427,verb,incluir,images/words/1521.webp
1522,adventure,9,4.426,noun,aventura,images/words/1522.webp
1523,boot,4,4.425,noun,bota,images/words/1523.webp
1524,eastern,7,4.424,adjective,oriental,images/words/1524.webp
1525,enter,5,4.423,verb,entrar,images/words/1525.webp
1526,lock,4,4.422,noun,cerradura,images/words/1526.webp
1527,photo,5,4.422,noun,foto,images/words/1527.webp
1528,extreme,7,4.422,adjective,extremo/extrema,images/words/1528.webp
1529,discover,8,4.422,verb,descubrir,images/words/1529.webp
1530,teaching,8,4.422,noun,enseñanza,images/words/1530.webp
1531,cap,3,4.42,noun,gorra,images/words/1531.webp
1532,blind,5,4.42,adjective,ciego/ciega,images/words/1532.webp
1533,effective,9,4.42,adjective,efectivo/efectiva,images/words/1533.webp
1534,essential,9,4.419,adjective,esencial,images/words/1534.webp
1535,victim,6,4.418,noun,víctima,images/words/1535.webp
1536,advance,7,4.418,noun,avance,images/words/1536.webp
1537,rice,4,4.416,noun,arroz,images/words/1537.webp
1538,flag,4,4.416,noun,bandera,images/words/1538.webp
1539,steel,5,4.416,noun,acero,images/words/1539.webp
